#config f cx cy
300 393 252
#image x y z h
4 -6 -77 245 152
4 -46 -49 245 151
4 -54 -42 245 155
4 -51 -43 245 154
4 33 -32 245 166
4 -50 -40 245 153
4 30 -27 245 167
4 30 -28 245 167
4 30 -28 245 167
4 -57 16 245 158
4 -58 18 245 158
4 -57 18 245 158
4 -55 18 245 158
4 -54 17 245 158
4 -57 18 245 158
4 -56 18 245 158
4 -50 27 245 148
4 8 41 245 166
4 12 50 245 160
5 -5 -77 245 151
5 -43 -50 245 150
5 -48 -43 245 154
5 -48 -42 245 154
5 -45 -42 245 154
5 33 -32 245 166
5 36 -29 245 166
5 30 -27 245 167
5 28 -24 245 167
5 30 -26 245 167
5 30 -26 245 167
5 30 -24 245 167
5 30 -24 245 167
5 -49 -3 245 104
5 -49 -4 245 104
5 -59 13 245 158
5 -58 17 245 159
5 -56 17 245 159
5 -55 17 245 159
5 -51 17 245 158
5 -49 28 245 149
5 8 41 245 165
5 9 41 245 165
5 9 42 245 165
5 7 46 245 163
6 -4 -79 245 148
6 -37 -53 245 144
6 -44 -42 245 156
6 33 -28 245 166
6 28 -23 245 167
6 29 -23 245 167
6 30 -23 245 167
6 28 -23 245 167
6 29 -23 245 167
6 28 -22 245 167
6 -54 12 245 155
6 -59 14 245 158
6 -58 17 245 159
6 -53 18 245 158
6 10 40 245 165
6 11 40 245 165
6 11 39 245 165
6 13 48 245 159
7 -6 -78 245 151
7 -38 -48 245 153
7 -42 -42 245 155
7 -42 -42 245 155
7 -46 -40 245 154
7 25 -21 245 168
7 25 -21 245 168
7 27 -20 245 168
7 28 -4 245 132
7 -58 18 245 158
7 -57 19 245 158
7 -55 19 245 158
7 -54 18 245 158
7 -56 19 245 158
7 12 37 245 165
7 15 43 245 162
8 -11 -83 245 145
8 -3 -84 245 141
8 -44 -43 245 154
8 -40 -41 245 154
8 -40 -40 245 154
8 23 -18 245 169
8 23 -16 245 168
8 -57 19 245 158
8 -62 20 245 158
8 -61 22 245 158
8 -58 19 245 158
8 13 34 245 165
8 14 34 245 165
8 14 33 245 165
8 15 39 245 163
9 0 -84 245 141
9 -37 -50 245 143
9 -45 -44 245 149
9 -39 -37 245 153
9 20 -19 245 168
9 20 -16 245 168
9 20 -18 245 168
9 18 -15 245 168
9 19 -15 245 168
9 25 -14 245 167
9 19 -15 245 168
9 -58 -3 245 107
9 -65 22 245 156
9 -64 21 245 156
9 -63 21 245 156
9 -67 23 245 156
9 -67 22 245 156
9 15 30 245 166
9 15 30 245 166
9 14 30 245 166
10 0 -84 245 141
10 -35 -47 245 141
10 -41 -34 245 153
10 -44 -30 245 152
10 20 -19 245 167
10 18 -14 245 168
10 19 -14 245 168
10 20 -14 245 168
10 -63 -3 245 108
10 -67 23 245 157
10 -68 25 245 157
10 -68 23 245 157
10 -69 25 245 157
10 13 31 245 166
10 14 32 245 166
10 14 32 245 166
11 -1 -84 245 141
11 -36 -42 245 143
11 -42 -32 245 153
11 -43 -32 245 153
11 19 -20 245 166
11 -44 -27 245 150
11 18 -14 245 167
11 19 -14 245 167
11 19 -14 245 167
11 19 -14 245 167
11 19 -12 245 167
11 -75 -4 245 106
11 -72 23 245 157
11 -72 23 245 157
11 -76 25 245 158
11 -72 24 245 157
11 -73 26 245 157
11 14 35 245 166
11 15 45 245 159
12 0 -83 245 140
12 0 -85 245 140
12 -1 -82 245 140
12 20 -22 245 165
12 -46 -27 245 152
12 18 -16 245 168
12 -88 1 245 126
12 -88 2 245 126
12 20 -1 245 139
12 -88 4 245 126
12 -80 24 245 156
12 -81 24 245 156
12 -82 27 245 156
12 8 45 245 164
12 11 44 245 166
12 16 51 245 161
13 0 -85 245 140
13 -44 -39 245 139
13 -49 -25 245 152
13 18 -16 245 168
13 -49 -20 245 149
13 22 -1 245 136
13 -87 23 245 155
13 -86 24 245 155
13 -85 23 245 155
13 -85 24 245 155
13 -94 28 245 154
13 -92 28 245 154
13 10 48 245 165
13 5 50 245 164
13 10 52 245 164
14 -55 -141 245 73
14 -22 -95 245 128
14 0 -84 245 139
14 0 -86 245 139
14 -59 -135 245 73
14 -1 -82 245 139
14 21 -26 245 165
14 20 -20 245 167
14 -48 -22 245 152
14 -50 -21 245 152
14 19 -17 245 168
14 -91 24 245 155
14 -91 23 245 155
14 -96 26 245 155
14 -95 26 245 155
14 -93 24 245 155
14 -100 27 245 155
14 -98 26 245 155
14 9 53 245 165
14 9 54 245 165
14 8 56 245 165
15 -59 -138 245 73
15 -57 -141 245 73
15 -23 -94 245 128
15 0 -85 245 140
15 -59 -135 245 73
15 21 -25 245 166
15 19 -19 245 168
15 19 -19 245 168
15 20 -18 245 168
15 -52 -17 245 151
15 -51 -17 245 151
15 -50 -19 245 151
15 19 -17 245 168
15 19 -16 245 168
15 25 -5 245 137
15 -87 14 245 137
15 -97 19 245 156
15 -97 21 245 156
15 -99 22 245 157
15 -98 29 245 152
15 8 55 245 165
15 7 57 245 165
15 8 56 245 165
15 9 57 245 165
16 -4 -86 245 138
16 -21 -73 245 114
16 21 -21 245 168
16 21 -22 245 168
16 20 -20 245 168
16 19 -19 245 168
16 -56 -14 245 151
16 -51 -15 245 150
16 -47 -6 245 138
16 22 -5 245 137
16 -117 5 245 125
16 -106 23 245 156
16 -104 23 245 156
16 -103 23 245 156
16 -102 23 245 156
16 -110 25 245 156
16 -108 23 245 156
16 -100 30 245 151
16 8 58 245 165
17 -4 -86 245 139
17 -10 -79 245 135
17 21 -28 245 167
17 21 -21 245 168
17 -51 -10 245 150
17 -106 1 245 116
17 -48 -2 245 133
17 -107 4 245 112
17 -101 17 245 143
