#config f cx cy
293 525 233
#image x y z h
4 -159 30 286 93
4 -145 34 286 91
4 153 35 286 102
4 -134 38 286 88
4 150 47 286 105
4 -157 74 286 156
4 -121 108 286 106
4 -149 81 286 171
4 -157 76 286 189
4 -156 78 286 190
5 -161 31 286 94
5 155 30 286 101
5 -150 33 286 92
5 -163 42 286 100
5 -139 46 286 89
5 150 44 286 106
5 -144 83 286 84
5 -159 71 286 137
5 -146 113 286 96
5 -157 76 286 166
5 -150 80 286 178
5 -157 79 286 189
6 -167 35 286 102
6 150 32 286 106
6 -166 47 286 103
6 151 49 286 104
6 -136 85 286 84
6 -132 92 286 90
6 -157 77 286 159
6 -153 79 286 190
6 -150 82 286 185
6 -153 106 286 158
7 151 30 286 105
7 -157 33 286 89
7 -157 35 286 89
7 150 36 286 105
7 -147 48 286 92
7 152 54 286 104
7 -151 69 286 142
7 -148 108 286 94
7 -147 83 286 146
7 -149 89 286 149
7 -144 125 286 100
7 -155 77 286 190
7 -151 80 286 185
7 -155 78 286 190
7 -150 82 286 185
7 -149 83 286 184
8 35 -28 286 161
8 -165 30 286 97
8 -163 39 286 100
8 148 39 286 108
8 148 43 286 108
8 -159 53 286 102
8 149 49 286 108
8 -159 56 286 102
8 150 52 286 108
8 -157 74 286 165
8 -158 73 286 165
8 -136 121 286 83
8 -151 80 286 172
8 -150 83 286 182
8 -151 83 286 185
8 -150 83 286 182
8 -149 84 286 182
9 29 -21 286 167
9 32 -21 286 168
9 -143 26 286 89
9 151 29 286 111
9 -150 32 286 94
9 -163 37 286 107
9 153 33 286 108
9 151 48 286 105
9 -157 75 286 169
9 -148 114 286 94
9 -144 130 286 82
9 -147 82 286 172
9 -151 84 286 182
9 -153 105 286 158
9 -151 107 286 156
10 27 -11 286 169
10 27 -5 286 169
10 27 -6 286 169
10 24 -4 286 169
10 24 -5 286 169
10 -144 26 286 89
10 -162 29 286 100
10 -150 33 286 92
10 152 35 286 103
10 -166 48 286 103
10 148 46 286 109
10 -160 74 286 164
10 -146 112 286 96
10 -149 123 286 93
10 -140 129 286 88
10 -156 74 286 183
10 -156 76 286 189
10 -153 101 286 154
10 -154 79 286 189
11 19 4 286 167
11 155 29 286 107
11 -166 48 286 103
11 152 48 286 103
11 -135 78 286 138
11 -157 76 286 187
11 -157 78 286 187
11 -155 79 286 187
11 -152 85 286 181
12 13 0 286 134
12 -144 26 286 90
12 -163 29 286 100
12 12 17 286 164
12 -149 31 286 93
12 20 19 286 161
12 148 32 286 108
12 -164 36 286 99
12 14 26 286 159
12 148 43 286 108
12 -158 55 286 119
12 -143 98 286 83
12 -156 73 286 173
12 -150 80 286 186
12 -149 81 286 186
12 -148 83 286 184
12 -154 107 286 156
13 85 -19 286 116
13 -4 -8 286 114
13 152 30 286 103
13 -167 34 286 103
13 6 30 286 165
13 151 45 286 104
13 7 30 286 165
13 152 53 286 105
13 9 39 286 159
13 -156 71 286 137
13 -156 73 286 172
13 -149 86 286 144
13 -141 116 286 95
13 -158 74 286 184
13 -154 78 286 185
13 -148 82 286 174
13 -154 78 286 185
13 -154 81 286 187
13 -153 81 286 185
13 -152 110 286 150
14 97 -18 286 114
14 -13 0 286 109
14 76 -2 286 112
14 76 -2 286 112
14 -161 25 286 94
14 -145 26 286 87
14 -147 33 286 91
14 -147 34 286 91
14 152 32 286 104
14 -162 49 286 100
14 151 48 286 104
14 152 50 286 104
14 152 54 286 104
14 1 44 286 168
14 -123 113 286 99
14 -156 73 286 173
14 -123 118 286 100
14 -140 129 286 95
14 -155 78 286 188
14 -155 79 286 188
14 -154 107 286 156
15 -37 -25 286 117
15 83 -10 286 148
15 83 -10 286 148
15 81 -10 286 148
15 74 21 286 110
15 74 18 286 110
15 -162 30 286 94
15 -155 30 286 92
15 65 22 286 110
15 67 22 286 110
15 154 29 286 108
15 74 25 286 111
15 153 35 286 108
15 150 51 286 107
15 -158 74 286 158
15 -129 112 286 94
15 -128 111 286 94
15 -2 68 286 168
15 -137 120 286 107
15 -2 82 286 161
15 -152 80 286 176
15 -152 101 286 154
16 -35 -24 286 180
16 -33 -24 286 181
16 -34 -21 286 180
16 -34 -16 286 179
16 76 -4 286 148
16 76 0 286 149
16 -165 30 286 98
16 74 29 286 115
16 149 32 286 107
16 -163 41 286 98
16 67 33 286 115
16 -140 46 286 92
16 71 35 286 118
16 152 53 286 104
16 -122 108 286 100
16 -29 82 286 146
16 -144 124 286 92
16 -131 119 286 96
16 -9 82 286 164
16 -8 82 286 164
16 -6 83 286 164
16 -149 83 286 184
16 -153 104 286 158
17 -36 -8 286 183
17 -38 -6 286 183
17 -37 -8 286 183
17 68 13 286 152
17 -166 30 286 96
17 152 30 286 103
17 -149 33 286 94
17 152 32 286 103
17 -164 40 286 99
