#config f cx cy
293 421 182
#image x y z h
4 -217 47 250 86
4 -78 40 250 155
4 1 52 250 161
4 1 51 250 161
4 -223 121 250 81
4 -208 127 250 82
4 -137 155 250 93
4 -31 130 250 118
4 44 147 250 103
5 -217 50 250 85
5 -76 46 250 156
5 14 46 250 162
5 -213 101 250 76
5 -80 46 250 157
5 13 47 250 162
5 14 49 250 162
5 11 53 250 162
5 -223 124 250 81
5 -219 124 250 81
5 -215 128 250 81
5 -138 153 250 95
5 -52 135 250 113
5 -29 129 250 119
5 44 147 250 103
6 16 26 250 122
6 -217 50 250 85
6 29 37 250 159
6 21 43 250 159
6 25 41 250 160
6 -213 101 250 76
6 -25 115 250 85
6 -223 124 250 81
6 -72 59 250 160
6 -218 124 250 81
6 -215 132 250 81
6 -209 131 250 81
6 -139 148 250 97
6 -141 152 250 97
6 -141 150 250 97
6 -48 128 250 122
6 -29 124 250 124
6 44 146 250 103
7 -213 26 250 75
7 -213 25 250 75
7 -220 51 250 82
7 11 36 250 140
7 34 35 250 161
7 -223 124 250 81
7 -69 63 250 160
7 -65 62 250 159
7 4 119 250 91
7 -219 124 250 81
7 -215 128 250 81
7 45 136 250 101
7 -164 155 250 95
7 -147 153 250 96
7 -22 119 250 130
7 44 147 250 103
8 -217 34 250 78
8 45 23 250 159
8 -220 53 250 82
8 40 30 250 161
8 42 30 250 161
8 44 30 250 161
8 -223 124 250 81
8 -219 124 250 81
8 -215 132 250 81
8 -64 66 250 159
8 -209 131 250 81
8 45 138 250 100
8 -142 151 250 98
8 -32 116 250 133
8 -19 114 250 134
8 44 146 250 103
9 -218 50 250 84
9 44 25 250 162
9 48 23 250 163
9 -223 124 250 81
9 -218 124 250 81
9 -214 124 250 81
9 -56 67 250 159
9 45 137 250 100
9 -158 151 250 99
9 -153 152 250 99
9 -148 151 250 99
9 -16 108 250 141
9 43 145 250 104
10 62 9 250 162
10 -216 34 250 78
10 -222 51 250 80
10 -212 101 250 76
10 -223 121 250 81
10 -223 125 250 81
10 -214 124 250 81
10 -215 129 250 81
10 -45 71 250 158
10 -43 71 250 158
10 -43 72 250 158
10 -143 134 250 113
10 -114 146 250 103
10 -11 100 250 149
10 0 101 250 149
11 63 6 250 161
11 -216 25 250 78
11 -218 45 250 84
11 -212 102 250 76
11 -223 124 250 81
11 -219 124 250 81
11 -215 132 250 81
11 -38 71 250 157
11 -38 71 250 157
11 -209 132 250 81
11 -131 129 250 95
11 -39 73 250 159
11 -133 134 250 115
11 -110 142 250 106
11 9 94 250 157
12 63 6 250 156
12 -221 50 250 81
12 -212 102 250 76
12 -223 124 250 81
12 -219 124 250 81
12 -214 124 250 81
