#config f cx cy
293 503 259
#image x y z h
4 -129 91 286 121
4 -118 107 286 118
4 -122 118 286 118
5 -132 87 286 120
5 -126 90 286 131
5 -123 90 286 131
5 -120 90 286 131
5 -111 106 286 112
6 -127 86 286 95
6 -132 85 286 113
6 -109 106 286 121
7 -133 85 286 111
7 -125 94 286 108
8 -133 77 286 101
8 -131 86 286 121
8 -118 141 286 88
8 -124 147 286 88
9 -128 88 286 126
10 -128 79 286 98
10 -125 92 286 126
11 -130 86 286 110
11 -108 114 286 114
11 -108 118 286 124
12 -130 88 286 116
12 -120 109 286 116
13 -134 84 286 125
13 -125 105 286 124
13 -101 103 286 125
13 -101 104 286 125
13 -122 110 286 124
13 -109 111 286 123
13 -117 114 286 131
14 -130 86 286 122
14 -112 109 286 115
15 -129 80 286 124
15 -131 88 286 137
15 -123 107 286 111
16 -122 87 286 128
16 -119 110 286 106
18 -131 90 286 122
18 -120 106 286 122
18 -114 110 286 114
19 -131 88 286 115
19 -122 100 286 112
19 -116 113 286 111
19 -118 120 286 122
20 -131 88 286 135
20 -125 89 286 132
20 -113 106 286 114
21 -132 88 286 128
21 -108 104 286 117
21 -110 106 286 117
22 -128 82 286 121
22 -116 100 286 103
22 -111 112 286 130
22 -111 124 286 117
23 -162 55 286 107
23 -131 88 286 128
23 -123 98 286 126
23 -119 105 286 123
24 -132 82 286 104
24 -111 107 286 118
25 -126 86 286 131
25 -112 107 286 114
25 -108 108 286 114
25 -124 122 286 108
26 -131 85 286 106
26 -140 83 286 115
27 -134 85 286 125
27 -119 121 286 122
28 -133 80 286 95
28 -134 87 286 129
28 -129 87 286 138
28 -123 104 286 126
29 -132 84 286 126
29 -122 104 286 118
29 -115 105 286 118
30 -136 85 286 122
30 -132 88 286 128
30 -102 107 286 123
30 -113 117 286 119
31 -130 83 286 117
31 -121 106 286 105
32 -128 87 286 129
32 -121 111 286 109
33 -137 80 286 97
33 -126 85 286 113
33 -119 105 286 122
33 -123 114 286 118
34 -135 79 286 81
34 -129 87 286 118
35 -131 87 286 122
35 -120 106 286 114
36 -128 84 286 126
36 -120 104 286 113
36 -121 106 286 113
37 -129 89 286 133
38 -133 83 286 105
38 -125 100 286 131
39 -136 84 286 115
39 -125 97 286 108
39 -113 100 286 116
40 -121 89 286 93
40 -134 79 286 137
40 -132 83 286 140
40 -128 91 286 129
40 -107 105 286 124
40 -121 111 286 136
41 -131 87 286 129
42 -133 80 286 111
42 -131 88 286 114
42 -124 108 286 108
43 -137 85 286 113
43 -131 85 286 124
44 -134 85 286 124
44 -110 110 286 121
45 -128 84 286 119
45 -125 109 286 107
46 -130 82 286 130
46 -131 87 286 129
46 -113 111 286 105
47 -131 80 286 97
47 -134 80 286 122
47 -125 90 286 138
47 -115 118 286 120
48 -133 86 286 110
49 -131 77 286 87
49 -126 86 286 87
