#image x y z h
41 9.2 -129.8 334 95
42 10.8 -112.1 334 146
43 14.2 -97.0 335 162
44 22.6 -79.3 334 191
45 25.9 -61.6 334 200
46 25.9 -54.0 334 199
47 24.2 -16.2 138 1
48 25.9 1.5 152 1
49 22.6 16.7 140 1
50 25.9 41.9 141 1
51 29.3 64.6 138 2
52 27.6 74.7 164 1
53 27.6 92.4 172 1
62 -11.0 -134.8 335 97
62 136.6 100.0 331 98
63 39.3 -129.8 333 105
64 -12.6 -81.8 336 193
64 36.0 -104.5 333 140
65 -14.3 -61.6 336 199
65 46.0 -86.9 333 178
65 138.3 92.4 331 170
66 -2.6 -41.4 336 197
66 54.4 -61.6 333 184
66 143.3 79.8 331 168
67 -0.9 -16.2 138 2
67 57.8 -38.9 156 1
67 146.6 79.8 159 1
68 5.8 4.0 140 2
68 49.4 -6.1 152 1
68 145.0 77.3 160 1
69 59.5 19.2 334 178
69 146.6 74.7 331 171
70 10.8 54.5 336 193
70 24.2 -134.8 334 100
70 67.8 44.4 334 178
70 146.6 77.3 331 174
71 20.9 -112.1 334 106
71 67.8 69.7 334 178
71 99.7 -119.7 330 115
71 143.3 84.8 331 174
72 17.5 87.4 336 172
72 37.7 -104.5 333 150
72 108.1 -114.6 330 117
72 146.6 89.9 331 168
73 37.7 -86.9 334 181
73 103.1 -99.5 330 142
73 139.9 89.9 331 173
74 36.0 -74.2 334 182
74 98.0 -86.9 331 175
74 139.9 87.4 331 170
75 27.6 -46.5 335 179
75 98.0 -71.7 331 175
75 138.3 84.8 331 177
76 22.6 -26.3 335 184
76 103.1 -56.6 331 175
76 138.3 84.8 331 178
77 20.9 -6.1 335 183
77 101.4 -38.9 331 175
77 138.3 87.4 331 176
78 27.6 9.1 156 1
78 57.8 -139.9 248 1
78 98.0 -18.7 156 4
78 143.3 87.4 157 1
79 24.2 29.3 335 183
79 32.6 -124.7 334 115
79 93.0 -1.0 332 176
79 141.6 87.4 331 176
80 5.8 -109.6 201 1
80 19.2 41.9 152 2
80 88.0 9.1 156 1
80 136.6 84.8 153 1
81 15.9 57.1 336 180
81 32.6 -89.4 334 181
81 86.3 16.7 333 177
81 136.6 84.8 331 179
82 9.2 74.7 337 178
82 19.2 -76.8 335 168
82 88.0 31.8 333 177
82 139.9 87.4 331 175
83 4.1 84.8 337 181
83 27.6 -54.0 334 190
83 88.0 49.5 333 176
83 93.0 -127.3 331 112
83 139.9 87.4 331 176
84 2.4 92.4 173 1
84 24.2 -36.4 143 2
84 81.3 -117.2 212 1
84 81.3 59.6 177 1
84 141.6 87.4 156 1
85 22.6 -16.2 335 193
85 77.9 -102.0 331 156
85 82.9 79.8 334 176
85 141.6 87.4 331 175
86 22.6 1.5 335 192
86 81.3 -84.3 332 176
86 81.3 92.4 334 159
86 136.6 84.8 331 178
87 27.6 16.7 335 191
87 67.8 94.9 334 104
87 81.3 -61.6 332 172
87 138.3 84.8 331 177
88 24.2 26.8 335 191
88 76.2 -43.9 332 176
88 138.3 84.8 331 179
89 27.6 47.0 146 1
89 79.6 -23.7 156 1
89 143.3 87.4 158 1
90 20.9 72.2 143 1
90 79.6 -8.6 161 1
90 139.9 87.4 156 2
91 17.5 79.8 150 1
91 22.6 -134.8 242 1
91 86.3 11.6 156 2
91 141.6 87.4 155 1
92 10.8 89.9 337 164
92 30.9 -112.1 334 139
92 89.6 31.8 333 177
92 145.0 92.4 331 162
93 20.9 -79.3 334 181
93 37.7 97.5 336 109
93 84.6 52.0 333 170
93 145.0 89.9 331 170
94 27.6 -66.7 334 180
94 82.9 74.7 333 174
94 141.6 89.9 331 172
95 30.9 -41.4 149 1
95 82.9 87.4 163 2
95 141.6 87.4 158 1
96 37.7 -18.7 334 175
96 148.3 84.8 331 170
97 39.3 1.5 156 1
97 143.3 89.9 159 2
98 41.0 24.2 334 178
98 139.9 87.4 331 176
99 44.4 44.4 335 178
99 143.3 87.4 331 172
100 44.4 67.2 335 179
100 136.6 84.8 331 179
101 51.1 79.8 156 1
101 62.8 62.1 210 2
101 143.3 82.3 159 1
102 72.9 74.7 212 1
102 139.9 82.3 157 1
103 139.9 82.3 331 175
104 141.6 84.8 331 175
105 141.6 82.3 155 1
106 141.6 82.3 156 1
107 139.9 82.3 157 1
108 141.6 84.8 157 1
109 143.3 82.3 331 174
110 141.6 82.3 159 1
111 143.3 84.8 155 1
112 141.6 82.3 331 175
113 141.6 84.8 157 1
114 141.6 82.3 156 1
115 141.6 82.3 156 1
116 141.6 84.8 156 1
117 139.9 82.3 331 175
118 139.9 84.8 156 1
119 141.6 84.8 156 1
120 143.3 84.8 331 175
121 138.3 87.4 331 176
122 -7.6 -124.7 335 103
122 59.5 -139.9 332 89
122 141.6 94.9 331 161
123 2.4 -127.3 335 109
123 66.2 -124.7 332 117
123 139.9 100.0 331 154
124 4.1 -114.6 205 2
124 66.2 -104.5 188 1
125 7.5 -94.4 335 164
125 49.4 -76.8 333 117
126 4.1 -76.8 142 1
126 62.8 -66.7 158 1
127 9.2 -61.6 335 194
127 61.1 -46.5 333 170
128 12.5 -43.9 144 2
129 22.6 -26.3 147 1
130 20.9 -3.5 335 192
131 -0.9 -137.4 335 84
131 27.6 14.1 335 179
132 -2.6 -119.7 211 1
132 17.5 31.8 148 1
133 0.8 -102.0 335 149
133 49.4 77.3 335 171
134 10.8 74.7 337 191
134 14.2 -76.8 335 196
135 10.8 82.3 337 178
135 34.3 -71.7 333 182
136 4.1 -119.7 335 122
136 14.2 97.5 337 152
136 41.0 -43.9 334 200
137 -14.3 -94.4 336 151
137 49.4 -26.3 334 199
138 -2.6 -76.8 335 179
138 52.7 -3.5 334 194
139 12.5 -51.5 156 1
139 52.7 16.7 137 1
140 9.2 -11.1 213 1
140 57.8 34.3 139 2
141 9.2 -122.2 334 111
141 17.5 6.6 336 179
141 62.8 54.5 334 193
142 20.9 -107.1 334 143
142 24.2 41.9 336 172
142 66.2 74.7 334 193
142 91.3 -127.3 331 108
143 25.9 -91.9 334 167
143 69.5 92.4 335 178
143 93.0 -107.1 330 135
144 14.2 89.9 337 176
144 36.0 -86.9 334 179
