#image x y z h
19 -20.8 -84.5 289 94
20 -30.7 -84.5 289 129
21 -28.2 -70.0 288 127
22 -28.2 -59.1 287 122
22 23.7 -80.9 289 104
23 -30.7 -31.8 285 121
23 3.9 -79.1 288 138
24 -18.3 -19.1 284 118
24 6.4 -59.1 287 140
25 -23.3 -0.9 282 121
25 8.9 -46.4 287 141
26 -20.8 10.0 159 1
26 8.9 -26.4 150 1
27 -23.3 35.5 280 125
27 6.4 -10.0 283 133
28 -25.8 51.8 153 1
28 1.5 8.2 148 1
29 -25.8 66.4 277 130
29 6.4 19.1 282 122
30 -23.3 84.5 149 1
30 8.9 40.9 145 2
31 16.3 53.6 173 1
32 8.9 79.1 144 2
38 11.4 -79.1 289 89
39 -57.9 -66.4 287 119
39 1.5 -82.7 289 138
40 -55.5 -40.9 285 118
40 1.5 -59.1 287 130
41 -57.9 -17.3 284 121
41 6.4 -35.5 285 127
42 -43.1 0.9 282 117
42 6.4 -10.0 284 130
43 -38.1 26.4 280 120
43 6.4 8.2 282 126
44 -28.2 48.2 279 114
44 11.4 30.0 280 126
45 -20.8 70.0 277 100
45 3.9 57.3 279 127
46 6.4 82.7 276 126
47 6.4 88.2 276 118
68 132.6 -13.6 168 1
75 -15.9 -84.5 289 138
76 -10.9 -33.6 285 140
77 -1.0 17.3 281 147
78 1.5 75.5 277 142
96 3.9 -88.2 290 131
96 65.8 -80.9 289 83
97 1.5 -33.6 285 71
97 8.9 -64.5 288 129
97 60.9 -84.5 290 133
97 63.3 -59.1 288 88
98 8.9 -42.7 286 122
98 65.8 -66.4 288 127
99 13.8 -20.9 284 122
99 68.3 -42.7 286 125
99 142.5 -40.9 287 105
100 18.8 -0.9 282 119
100 68.3 -19.1 285 121
101 13.8 28.2 153 1
101 65.8 6.4 166 1
102 16.3 51.8 279 126
102 73.2 33.6 281 126
103 21.3 73.6 277 123
103 70.8 55.5 279 123
104 75.7 82.7 277 130
112 125.2 -73.6 290 102
113 -50.5 -84.5 289 116
113 63.3 -84.5 290 92
113 102.9 -80.9 290 143
113 112.8 -55.5 288 96
114 -55.5 -71.8 287 118
114 102.9 -66.4 289 139
115 -50.5 -46.4 286 119
115 55.9 -82.7 290 142
115 105.4 -51.8 288 138
116 -38.1 -22.7 284 119
116 55.9 -66.4 288 136
116 107.9 -33.6 286 137
117 -75.3 -79.1 288 136
117 -38.1 2.7 282 120
117 58.4 -48.2 287 141
117 107.9 -17.3 285 135
118 -70.3 -51.8 286 133
118 -30.7 26.4 280 116
118 60.9 -30.0 286 132
118 107.9 -0.9 284 139
119 -67.8 -26.4 284 132
119 -23.3 40.9 279 115
119 58.4 -17.3 285 128
119 110.4 11.8 283 141
119 115.3 35.5 281 101
120 -57.9 -11.8 283 131
120 -33.2 -75.5 288 91
120 -18.3 60.9 277 105
120 68.3 -0.9 284 131
120 100.5 -79.1 290 148
120 115.3 26.4 282 135
120 132.6 -77.3 290 110
121 -57.9 31.8 280 93
121 -50.5 8.2 282 134
121 -30.7 -59.1 287 93
121 -3.5 79.1 276 90
121 65.8 15.5 282 133
121 102.9 -64.5 289 144
121 117.8 42.7 281 139
122 -43.1 30.0 280 135
122 -30.7 -35.5 285 87
122 60.9 37.3 281 133
122 107.9 -50.0 288 145
122 107.9 88.2 277 119
122 120.3 53.6 280 139
123 -40.6 35.5 280 114
123 -23.3 -19.1 284 91
123 63.3 51.8 279 138
123 112.8 -40.9 287 148
123 115.3 68.2 279 133
124 -28.2 57.3 278 111
124 -15.9 0.9 282 88
124 26.2 -79.1 289 146
124 60.9 73.6 278 139
124 63.3 -79.1 289 127
124 110.4 -22.7 286 145
124 112.8 82.7 278 131
125 -28.2 84.5 276 122
125 -10.9 22.7 281 92
125 26.2 -66.4 288 148
125 60.9 86.4 277 120
125 68.3 -60.9 288 123
125 107.9 -4.5 284 145
125 125.2 86.4 278 117
126 28.7 -51.8 287 147
126 75.7 -48.2 287 124
126 105.4 4.5 283 147
127 -8.4 64.5 278 86
127 28.7 -33.6 286 138
127 75.7 -33.6 286 126
127 112.8 30.0 282 138
128 31.2 -19.1 285 136
128 75.7 -13.6 285 124
128 112.8 46.4 280 142
129 28.7 -6.4 283 136
129 80.7 -0.9 284 123
129 115.3 51.8 280 123
130 26.2 10.0 282 134
130 75.7 10.0 283 126
130 112.8 73.6 278 140
131 23.7 24.5 281 137
131 83.1 22.7 282 126
131 102.9 86.4 277 127
132 26.2 37.3 280 142
132 28.7 64.5 278 110
132 83.1 37.3 281 122
133 31.2 53.6 279 139
133 88.1 53.6 279 124
134 33.6 71.8 277 142
134 85.6 64.5 279 130
135 31.2 84.5 276 126
135 85.6 84.5 277 125
