#image x y z h
4 -37.5 125.8 339 121
4 24.1 22.7 339 197
4 46.6 104.5 339 156
4 85.8 28.8 339 183
5 -39.4 128.8 339 120
5 18.5 122.7 339 125
5 24.1 22.7 339 196
5 44.7 107.6 339 155
5 85.8 22.7 339 185
6 -37.5 125.8 339 121
6 7.3 107.6 339 128
6 24.1 25.8 339 195
6 57.8 107.6 339 148
6 85.8 22.7 339 184
7 -37.5 125.8 339 121
7 -28.2 -95.5 339 126
7 5.5 104.5 339 153
7 22.3 28.8 339 195
7 48.4 68.2 339 146
7 63.4 113.6 339 142
7 85.8 22.7 339 184
9 -35.7 125.8 339 122
9 27.9 19.7 339 192
9 39.1 68.2 339 153
9 87.7 22.7 339 183
12 -35.7 125.8 339 120
12 -0.2 107.6 339 120
12 37.2 98.5 339 163
12 39.1 10.6 339 195
12 46.6 59.1 339 136
12 85.8 22.7 339 185
13 -33.8 125.8 339 122
13 37.2 92.4 339 176
13 39.1 13.6 339 195
13 85.8 22.7 339 184
14 -26.3 122.7 339 125
14 27.9 92.4 339 179
14 41.0 13.6 339 195
14 85.8 22.7 339 184
15 -31.9 122.7 339 129
15 29.7 92.4 339 174
15 41.0 16.7 339 195
15 85.8 22.7 339 185
17 35.4 80.3 339 166
17 42.8 22.7 339 195
17 85.8 22.7 339 185
20 -30.1 28.8 339 163
20 -26.3 83.3 339 194
20 37.2 86.4 339 156
20 44.7 22.7 339 193
20 91.4 19.7 339 163
21 -30.1 28.8 339 165
21 -28.2 86.4 339 191
21 27.9 80.3 339 152
21 46.6 22.7 339 194
21 48.4 101.5 339 152
21 95.2 25.8 339 186
22 -30.1 25.8 339 161
22 -28.2 89.4 339 188
22 41.0 95.5 339 141
22 46.6 16.7 339 194
22 95.2 31.8 339 186
23 -31.9 89.4 339 182
23 -30.1 28.8 339 158
23 44.7 10.6 339 194
23 48.4 113.6 339 142
23 95.2 31.8 339 187
25 -35.7 92.4 339 181
25 -28.2 28.8 339 157
25 37.2 4.5 339 176
25 39.1 119.7 339 133
25 95.2 25.8 339 188
28 -33.8 89.4 339 182
28 -28.2 -53.0 339 160
28 39.1 98.5 339 169
28 50.3 -28.8 339 197
28 95.2 25.8 339 187
28 106.4 -110.6 339 154
29 -33.8 89.4 339 182
29 -26.3 -25.8 339 179
29 42.8 92.4 339 180
