#image x y z h
4 -143.9 7.6 326 137
4 -140.9 -47.0 326 163
4 -137.9 80.3 326 161
4 -104.5 50.0 326 184
4 -98.5 92.4 326 167
4 -95.5 -47.0 326 182
4 -65.2 -43.9 326 123
4 -65.2 4.5 326 169
4 -62.1 -104.5 326 146
4 -43.9 83.3 326 181
4 -37.9 -10.6 326 160
4 1.5 -74.2 326 189
4 4.5 122.7 326 113
4 10.6 -13.6 326 171
4 40.9 -110.6 326 137
4 43.9 92.4 326 169
4 56.1 40.9 326 184
4 71.2 -31.8 326 177
4 92.4 -71.2 326 179
4 107.6 110.6 326 129
4 122.7 50.0 326 123
4 140.9 -34.8 326 178
5 -140.9 -37.9 326 164
5 -137.9 7.6 326 138
5 -134.8 95.5 326 162
5 -104.5 62.1 326 184
5 -95.5 -40.9 326 183
5 -95.5 89.4 326 157
5 -62.1 -101.5 326 155
5 -62.1 19.7 326 169
5 -34.8 -1.5 326 160
5 -34.8 92.4 326 168
5 -22.7 -113.6 326 128
5 -1.5 -65.2 326 189
5 16.7 -7.6 326 172
5 40.9 -107.6 326 139
5 47.0 92.4 326 166
5 65.2 50.0 326 185
5 71.2 -31.8 326 177
5 95.5 -68.2 326 177
5 107.6 119.7 326 122
5 125.8 68.2 326 139
5 131.8 -28.8 326 178
5 137.9 -95.5 326 153
6 -140.9 -28.8 326 162
6 -137.9 13.6 326 139
6 -101.5 68.2 326 184
6 -92.4 -34.8 326 182
6 -68.2 -95.5 326 163
6 -59.1 28.8 326 170
6 -34.8 1.5 326 160
6 -16.7 104.5 326 141
6 -10.6 -113.6 326 129
6 -7.6 -56.1 326 188
6 13.6 -10.6 326 171
6 37.9 -104.5 326 144
6 47.0 101.5 326 152
6 71.2 -31.8 326 177
6 74.2 59.1 326 184
6 77.3 -68.2 326 179
6 92.4 122.7 326 115
6 128.8 -22.7 326 178
6 137.9 -92.4 326 170
7 -143.9 -19.7 326 162
7 -143.9 25.8 326 137
7 -98.5 77.3 326 185
7 -89.4 -22.7 326 183
7 -71.2 -80.3 326 190
7 -59.1 40.9 326 168
7 -31.8 4.5 326 159
7 -31.8 116.7 326 126
7 -19.7 -107.6 326 139
7 -10.6 -50.0 326 189
7 10.6 1.5 326 172
7 37.9 -101.5 326 148
7 50.0 104.5 326 143
7 68.2 -28.8 326 177
7 77.3 -65.2 326 180
7 77.3 71.2 326 185
7 119.7 -92.4 326 156
7 125.8 -16.7 326 179
7 125.8 89.4 326 140
8 -143.9 -7.6 326 162
8 -143.9 34.8 326 137
8 -125.8 -65.2 326 129
8 -98.5 80.3 326 161
8 -80.3 -22.7 326 183
8 -65.2 -65.2 326 191
8 -62.1 53.0 326 168
8 -25.8 10.6 326 159
8 -16.7 -107.6 326 141
8 -16.7 119.7 326 111
8 -10.6 -43.9 326 188
8 13.6 13.6 326 172
8 47.0 -101.5 326 153
8 59.1 -22.7 326 177
8 74.2 -62.1 326 180
8 74.2 83.3 326 183
8 116.7 -83.3 326 159
8 119.7 -16.7 326 178
8 131.8 104.5 326 138
9 -143.9 -7.6 326 142
9 -140.9 40.9 326 138
9 -140.9 80.3 326 142
9 -131.8 -122.7 326 114
9 -125.8 -59.1 326 128
9 -104.5 71.2 326 131
9 -95.5 92.4 326 164
9 -80.3 -4.5 326 183
9 -62.1 -53.0 326 190
9 -59.1 65.2 326 168
9 -25.8 16.7 326 160
9 -19.7 -98.5 326 157
9 -16.7 53.0 326 105
9 -13.6 131.8 326 98
9 -10.6 -34.8 326 187
9 25.8 19.7 326 174
9 40.9 116.7 326 125
9 47.0 -95.5 326 167
9 53.0 -19.7 326 177
9 71.2 -62.1 326 180
9 80.3 80.3 326 179
9 110.6 -16.7 326 181
9 131.8 -137.9 326 89
9 134.8 107.6 326 134
10 -140.9 4.5 326 162
10 -134.8 43.9 326 134
10 -134.8 92.4 326 142
10 -122.7 -43.9 326 127
10 -116.7 -116.7 326 126
10 -92.4 95.5 326 159
10 -80.3 -7.6 326 183
10 -62.1 -40.9 326 189
10 -59.1 77.3 326 167
10 -25.8 25.8 326 159
10 -19.7 56.1 326 103
10 -4.5 -28.8 326 176
10 -1.5 147.0 326 77
10 22.7 -95.5 326 162
10 31.8 31.8 326 170
10 34.8 122.7 326 112
10 53.0 -13.6 326 177
10 74.2 92.4 326 166
10 80.3 -62.1 326 173
10 113.6 -56.1 326 161
10 113.6 -10.6 326 181
10 122.7 -134.8 326 94
10 140.9 113.6 326 125
11 -143.9 89.4 326 138
11 -137.9 10.6 326 163
11 -131.8 53.0 326 136
11 -122.7 -37.9 326 126
11 -98.5 -110.6 326 135
11 -95.5 98.5 326 153
11 -83.3 -7.6 326 171
11 -56.1 -40.9 326 191
11 -43.9 89.4 326 168
11 -31.8 37.9 326 160
11 -25.8 -89.4 326 169
11 -4.5 -22.7 326 187
11 22.7 -86.4 326 167
11 28.8 128.8 326 102
11 31.8 43.9 326 170
11 50.0 -10.6 326 177
11 71.2 98.5 326 158
11 80.3 -56.1 326 179
11 116.7 -1.5 326 180
11 125.8 -43.9 326 159
11 147.0 -89.4 326 170
12 -140.9 16.7 326 163
12 -137.9 89.4 326 137
12 -125.8 -25.8 326 126
12 -122.7 -101.5 326 155
12 -104.5 104.5 326 143
12 -92.4 -98.5 326 161
12 -92.4 7.6 326 173
12 -68.2 -34.8 326 192
12 -40.9 101.5 326 158
12 -31.8 47.0 326 161
12 -22.7 -89.4 326 168
12 -7.6 -10.6 326 185
12 -4.5 74.2 326 109
12 31.8 134.8 326 89
12 37.9 -68.2 326 170
12 37.9 50.0 326 171
12 50.0 -7.6 326 177
12 74.2 -47.0 326 179
12 77.3 98.5 326 152
12 92.4 -122.7 326 114
12 122.7 10.6 326 179
12 125.8 -37.9 326 162
12 140.9 -86.4 326 174
12 143.9 119.7 326 114
12 150.0 -119.7 326 114
13 -147.0 25.8 326 162
13 -137.9 86.4 326 136
13 -125.8 -95.5 326 165
13 -122.7 -19.7 326 126
13 -92.4 -92.4 326 166
