#image x y z h
4 -135.4 155.4 250 93
4 -78.8 39.9 250 155
4 -30.3 130.6 250 118
4 2.0 52.3 250 161
4 42.4 146.6 250 103
5 -139.4 153.7 250 95
5 -78.8 45.2 250 157
5 -38.4 132.3 250 119
5 14.1 48.8 250 162
5 42.4 146.6 250 103
6 -139.4 150.1 250 97
6 -70.7 59.4 250 160
6 -34.3 123.4 250 124
6 22.2 38.1 250 160
6 42.4 146.6 250 103
7 -155.6 153.7 250 95
7 -66.7 63.0 250 159
7 -14.1 119.9 250 130
7 26.3 34.6 250 161
7 42.4 141.2 250 101
8 -143.4 150.1 250 98
8 -62.6 66.6 250 159
8 -26.3 114.6 250 133
8 42.4 29.2 250 161
8 46.5 141.2 250 100
9 -151.5 151.9 250 99
9 -54.5 66.6 250 159
9 -14.1 107.4 250 141
9 42.4 141.2 250 104
9 46.5 23.9 250 163
10 -139.4 135.9 250 113
10 -42.4 71.9 250 158
10 -6.1 100.3 250 149
10 62.6 9.7 250 162
11 -127.3 134.1 250 115
11 -38.4 71.9 250 157
11 10.1 93.2 250 157
11 62.6 6.1 250 161
12 -183.8 130.6 250 75
12 -127.3 128.8 250 121
12 -34.3 70.1 250 160
12 22.2 80.8 250 167
12 62.6 6.1 250 156
13 -119.2 125.2 250 124
13 -22.2 71.9 250 159
13 42.4 80.8 250 168
13 90.9 6.1 250 137
14 -107.1 125.2 250 125
14 -14.1 68.3 250 160
14 54.5 79.0 250 169
14 86.9 4.3 250 125
15 -111.1 123.4 250 126
15 -6.1 68.3 250 161
15 62.6 79.0 250 171
16 -103.0 123.4 250 126
16 2.0 68.3 250 159
16 74.7 71.9 250 175
17 -183.8 173.2 250 77
17 -90.9 123.4 250 125
17 14.1 66.6 250 159
17 42.4 146.6 250 104
17 82.8 70.1 250 178
18 -187.9 134.1 250 75
18 -183.8 173.2 250 77
18 -86.9 123.4 250 126
18 26.3 64.8 250 161
18 42.4 144.8 250 104
18 86.9 66.6 250 177
19 -183.8 171.4 250 78
19 -78.8 123.4 250 126
19 30.3 61.2 250 162
19 42.4 146.6 250 104
19 90.9 57.7 250 179
20 -183.8 171.4 250 78
20 -74.7 119.9 250 128
20 38.4 55.9 250 163
20 50.5 144.8 250 104
20 99.0 45.2 250 177
21 -183.8 173.2 250 78
21 -70.7 118.1 250 130
21 46.5 50.6 250 160
21 50.5 146.6 250 103
21 107.1 52.3 250 176
22 -183.8 171.4 250 78
22 -66.7 118.1 250 130
22 46.5 32.8 250 138
22 50.5 143.0 250 98
22 107.1 36.3 250 172
23 -183.8 173.2 250 77
23 -50.5 112.8 250 135
23 58.6 29.2 250 159
23 58.6 146.6 250 103
23 119.2 36.3 250 164
24 -183.8 173.2 250 77
24 -42.4 112.8 250 135
24 54.5 146.6 250 103
24 62.6 16.8 250 160
24 115.2 32.8 250 156
