#image x y z h
4 -56.1 19.7 245 158
4 -50.0 -43.9 245 154
4 -7.6 -74.2 245 152
4 10.6 43.9 245 166
4 31.8 -28.8 245 167
5 -56.1 16.7 245 159
5 -47.0 -43.9 245 154
5 7.6 40.9 245 165
5 31.8 -25.8 245 167
6 -56.1 16.7 245 159
6 -40.9 -47.0 245 156
6 10.6 40.9 245 165
6 28.8 -22.7 245 167
7 -56.1 19.7 245 158
7 -40.9 -43.9 245 155
7 13.6 40.9 245 162
7 25.8 -19.7 245 168
8 -59.1 19.7 245 158
8 -40.9 -40.9 245 154
8 -7.6 -83.3 245 145
8 13.6 34.8 245 165
8 22.7 -13.6 245 168
9 -65.2 22.7 245 156
9 -40.9 -43.9 245 149
9 -1.5 -83.3 245 141
9 19.7 -16.7 245 168
10 -68.2 22.7 245 157
10 -40.9 -34.8 245 153
10 -1.5 -83.3 245 141
10 13.6 28.8 245 166
10 19.7 -13.6 245 168
11 -74.2 22.7 245 157
11 -40.9 -31.8 245 153
11 -1.5 -83.3 245 141
11 13.6 37.9 245 166
11 19.7 -13.6 245 167
12 -80.3 25.8 245 156
12 -47.0 -25.8 245 152
12 -1.5 -83.3 245 140
12 10.6 47.0 245 166
12 19.7 -13.6 245 168
13 -89.4 25.8 245 154
13 -47.0 -25.8 245 152
13 -1.5 -83.3 245 140
13 7.6 50.0 245 164
13 16.7 -16.7 245 168
14 -95.5 25.8 245 155
14 -50.0 -19.7 245 152
14 -1.5 -83.3 245 139
14 7.6 53.0 245 165
14 19.7 -19.7 245 167
15 -98.5 22.7 245 157
15 -50.0 -16.7 245 151
15 1.5 -83.3 245 140
15 7.6 56.1 245 165
15 19.7 -19.7 245 168
16 -104.5 22.7 245 156
16 -53.0 -10.6 245 151
16 -4.5 -86.4 245 138
16 7.6 59.1 245 165
16 19.7 -19.7 245 168
17 -104.5 22.7 245 156
17 -53.0 -10.6 245 150
17 -4.5 -86.4 245 139
17 7.6 59.1 245 164
17 19.7 -25.8 245 167
18 -110.6 37.9 245 155
18 -50.0 7.6 245 150
18 -19.7 -86.4 245 140
18 7.6 62.1 245 162
18 22.7 -28.8 245 167
19 -110.6 34.8 245 155
19 -47.0 16.7 245 151
19 -22.7 -83.3 245 140
19 7.6 62.1 245 162
19 19.7 -28.8 245 167
20 -110.6 34.8 245 155
20 -47.0 16.7 245 151
20 -28.8 -86.4 245 140
20 4.5 62.1 245 161
20 22.7 -31.8 245 165
21 -110.6 40.9 245 153
21 -47.0 22.7 245 149
21 -43.9 -80.3 245 146
21 4.5 62.1 245 162
21 16.7 -31.8 245 167
22 -113.6 47.0 245 155
22 -50.0 28.8 245 149
22 -43.9 -83.3 245 143
22 4.5 62.1 245 162
22 16.7 -31.8 245 167
23 -119.7 59.1 245 151
23 -56.1 43.9 245 150
23 -53.0 -83.3 245 142
23 4.5 59.1 245 163
23 7.6 -28.8 245 168
24 -119.7 68.2 245 151
24 -59.1 -86.4 245 139
24 -59.1 43.9 245 149
24 4.5 -25.8 245 167
24 4.5 59.1 245 164
25 -131.8 77.3 245 142
25 -59.1 56.1 245 148
25 1.5 -19.7 245 167
25 7.6 59.1 245 165
26 -134.8 77.3 245 141
26 -59.1 65.2 245 145
26 1.5 -19.7 245 167
26 4.5 59.1 245 164
27 -56.1 74.2 245 145
27 -1.5 -19.7 245 166
27 4.5 59.1 245 164
28 -10.6 -19.7 245 165
28 4.5 59.1 245 163
29 -16.7 -19.7 245 164
29 4.5 62.1 245 161
30 -19.7 -22.7 245 163
30 4.5 62.1 245 159
31 -25.8 -22.7 245 164
31 1.5 65.2 245 157
32 -31.8 -28.8 245 163
32 -1.5 68.2 245 154
34 -43.9 -28.8 245 164
34 -1.5 71.2 245 148
35 -50.0 -31.8 245 165
35 -16.7 71.2 245 147
36 -53.0 -31.8 245 165
36 -19.7 74.2 245 143
37 -59.1 -31.8 245 165
37 -28.8 74.2 245 145
38 -62.1 -25.8 245 164
38 -28.8 77.3 245 139
39 -65.2 -19.7 245 165
39 -34.8 77.3 245 138
40 -68.2 -16.7 245 165
41 -71.2 -10.6 245 165
42 -77.3 -4.5 245 164
43 -77.3 -4.5 245 165
45 -86.4 4.5 245 162
46 -86.4 7.6 245 162
47 -80.3 13.6 245 157
48 -74.2 16.7 245 160
49 -68.2 16.7 245 160
50 -62.1 16.7 245 160
51 -43.9 19.7 245 167
52 -34.8 22.7 245 170
53 -28.8 22.7 245 171
54 -19.7 28.8 245 169
55 -13.6 34.8 245 168
57 13.6 37.9 245 165
58 10.6 40.9 245 170
60 28.8 47.0 245 167
61 34.8 50.0 245 167
62 37.9 53.0 245 169
65 47.0 68.2 245 153
66 47.0 77.3 245 140
73 -134.8 -89.4 245 140
