#config f cx cy
400 448 240
#image x y z h
4 -205 -114 326 131
4 -62 -106 326 146
4 1 -76 326 189
4 1 -78 326 189
4 41 -110 326 137
4 156 -90 326 171
4 0 -73 326 189
4 0 -72 326 189
4 85 -71 326 179
4 102 -70 326 178
4 177 -73 326 138
4 -142 -48 326 163
4 -142 -48 326 163
4 -95 -46 326 182
4 -143 -48 326 163
4 123 -39 326 177
4 143 -38 326 177
4 -62 -43 326 123
4 74 -34 326 177
4 143 -34 326 178
4 143 -33 326 178
4 -195 -28 326 149
4 11 -21 326 171
4 -34 -14 326 160
4 -63 -3 326 151
4 59 -11 326 143
4 135 -14 326 106
4 189 -12 326 136
4 12 -1 326 128
4 -145 8 326 137
4 -68 9 326 169
4 -26 16 326 110
4 -223 25 326 122
4 -173 32 326 149
4 123 43 326 118
4 116 50 326 123
4 176 44 326 151
4 129 54 326 134
4 56 40 326 184
4 -104 51 326 184
4 124 77 326 109
4 -256 97 326 93
4 -139 81 326 161
4 111 103 326 134
4 -179 101 326 153
4 -99 92 326 167
4 -44 84 326 181
4 5 123 326 113
4 44 91 326 169
4 107 114 326 129
4 107 112 326 129
5 -202 -145 326 78
5 -198 -144 326 78
5 -179 -143 326 79
5 -63 -100 326 155
5 -27 -114 326 128
5 -21 -114 326 128
5 -18 -114 326 128
5 40 -109 326 139
5 129 -100 326 153
5 148 -90 326 171
5 150 -90 326 171
5 151 -90 326 171
5 -179 -141 326 79
5 -215 -99 326 128
5 -213 -99 326 128
5 -2 -64 326 189
5 79 -70 326 180
5 98 -68 326 177
5 99 -71 326 177
5 -95 -41 326 183
5 -141 -38 326 164
5 -141 -38 326 164
5 -142 -38 326 164
5 72 -30 326 177
5 138 -30 326 179
5 126 -28 326 178
5 128 -28 326 178
5 131 -28 326 178
5 -201 -21 326 143
5 14 -13 326 172
5 190 -14 326 136
5 -36 -5 326 160
5 189 -12 326 136
5 189 -12 326 136
5 -135 1 326 114
5 22 3 326 128
5 -141 14 326 138
5 -27 20 326 109
5 -211 29 326 126
5 -211 27 326 126
5 -63 21 326 169
5 -219 31 326 126
5 -215 29 326 126
5 175 44 326 153
5 -162 49 326 144
5 176 50 326 152
5 66 48 326 183
5 67 48 326 183
5 68 48 326 183
5 -243 87 326 108
5 126 69 326 139
5 65 52 326 185
5 -105 61 326 184
5 -251 106 326 98
5 -251 112 326 98
5 -251 115 326 98
5 -94 91 326 157
5 -187 112 326 134
5 -136 95 326 162
5 -36 91 326 168
5 46 93 326 166
5 102 119 326 120
5 111 118 326 122
5 197 112 326 130
6 -185 -137 326 93
6 -67 -95 326 163
6 -12 -114 326 129
6 39 -106 326 144
6 149 -90 326 170
6 126 -94 326 159
6 -217 -93 326 129
6 74 -69 326 179
6 -208 -92 326 128
6 75 -69 326 179
6 91 -65 326 182
6 -196 -87 326 102
6 -8 -55 326 188
6 -81 -55 326 170
6 -191 -79 326 104
6 -94 -34 326 182
6 -140 -33 326 162
6 -95 -33 326 182
6 -95 -34 326 182
6 71 -30 326 177
6 -143 -29 326 162
6 -140 -31 326 162
6 -138 -29 326 162
6 134 -26 326 180
6 -140 -29 326 162
6 -62 -27 326 121
6 16 -18 326 160
6 125 -20 326 178
6 125 -20 326 178
6 -199 -13 326 145
6 186 -13 326 141
6 186 -13 326 141
6 12 -6 326 171
6 179 -7 326 142
6 -133 8 326 123
6 -35 0 326 160
6 -233 20 326 114
6 -142 18 326 139
6 -27 27 326 108
6 -204 38 326 128
6 -61 30 326 170
6 -219 47 326 127
6 177 41 326 150
6 177 43 326 150
6 177 46 326 150
6 -215 57 326 134
6 89 50 326 163
6 -101 58 326 162
6 182 60 326 145
6 -152 62 326 147
6 -237 90 326 100
6 73 61 326 184
6 71 62 326 184
6 72 61 326 184
6 -103 70 326 184
6 -103 69 326 184
6 -251 125 326 98
6 -92 100 326 154
6 -25 101 326 150
6 -10 107 326 141
6 47 101 326 152
6 91 123 326 115
6 197 112 326 130
7 -178 -117 326 127
7 -74 -79 326 190
