#config f cx cy
293 421 182
#image x y z h
4 92 1 250 156
4 106 21 250 132
4 -130 74 250 87
4 -195 64 250 111
4 -189 106 250 115
4 -199 172 250 78
4 -184 171 250 79
4 67 74 250 174
5 94 1 250 158
5 -130 75 250 86
5 -196 64 250 110
5 -188 103 250 116
5 68 65 250 172
5 65 66 250 172
5 66 66 250 172
5 -186 171 250 79
6 99 1 250 157
6 -13 32 250 81
6 -130 75 250 86
6 -197 64 250 109
6 68 57 250 171
6 -189 106 250 115
6 67 59 250 171
6 63 61 250 172
6 65 63 250 172
6 -186 171 250 79
7 117 3 250 158
7 117 4 250 158
7 -198 34 250 79
7 116 10 250 158
7 -211 38 250 101
7 -13 36 250 94
7 -13 32 250 94
7 -130 75 250 86
7 -197 64 250 110
7 64 44 250 171
7 64 45 250 171
7 64 48 250 171
7 -188 105 250 116
7 -201 155 250 84
7 -186 171 250 79
8 -211 15 250 78
8 121 9 250 162
8 -11 31 250 104
8 -11 30 250 104
8 -131 76 250 86
8 64 37 250 171
8 -197 64 250 110
8 63 39 250 172
8 61 42 250 172
8 -188 106 250 116
8 -201 165 250 79
8 -219 165 250 87
8 -197 168 250 79
8 -198 171 250 79
8 -181 173 250 78
9 125 7 250 159
9 -215 23 250 81
9 -3 26 250 111
9 -9 30 250 111
9 -7 30 250 111
9 -4 26 250 111
9 127 17 250 152
9 -129 75 250 87
9 61 33 250 171
9 63 34 250 172
9 -196 64 250 110
9 -187 105 250 117
9 -209 172 250 79
9 -202 171 250 79
9 -190 171 250 79
9 -186 171 250 79
10 130 4 250 156
10 128 11 250 158
10 -3 24 250 134
10 126 16 250 157
10 -3 31 250 133
10 -3 28 250 133
10 68 23 250 171
10 65 24 250 171
10 66 24 250 171
10 -127 69 250 86
10 64 26 250 171
10 -130 76 250 86
10 62 30 250 171
10 -197 64 250 110
10 -132 76 250 86
10 -191 103 250 114
10 -219 174 250 78
10 -215 174 250 78
10 -186 171 250 79
10 -184 171 250 79
10 -181 172 250 79
11 -217 32 250 85
11 127 17 250 158
11 -8 31 250 145
11 66 19 250 172
11 68 22 250 172
11 -128 73 250 86
11 -128 71 250 86
11 -197 64 250 110
11 -191 100 250 114
11 -187 159 250 78
11 -187 164 250 78
11 -199 172 250 78
11 -191 169 250 78
11 -185 169 250 78
11 -181 173 250 78
12 -190 36 250 78
12 128 18 250 157
12 66 16 250 171
12 66 15 250 171
12 128 19 250 157
12 127 23 250 157
12 127 22 250 157
12 -129 71 250 84
12 -6 38 250 153
12 125 30 250 156
12 -129 77 250 84
12 -197 64 250 110
12 -132 77 250 84
12 -7 42 250 153
12 -186 96 250 118
12 -184 163 250 79
12 -186 171 250 79
12 -184 168 250 79
12 -181 172 250 79
13 69 11 250 170
13 69 12 250 170
13 130 19 250 155
13 -145 52 250 77
13 126 27 250 155
13 129 23 250 156
13 125 29 250 155
13 -128 69 250 84
13 117 33 250 155
13 119 33 250 155
13 121 32 250 155
13 -4 43 250 155
13 -195 63 250 111
13 -133 78 250 85
13 -9 46 250 156
13 -7 46 250 156
13 -192 93 250 114
13 -199 172 250 78
13 -184 171 250 79
14 -211 15 250 78
14 76 4 250 171
14 -217 31 250 86
14 -145 51 250 77
14 119 35 250 156
14 119 38 250 156
14 -129 75 250 86
14 117 38 250 156
14 -195 63 250 111
14 104 45 250 152
14 108 47 250 155
14 -195 90 250 112
14 -5 59 250 157
14 -3 58 250 157
14 -13 60 250 158
14 -9 64 250 158
14 -184 171 250 79
15 77 5 250 167
15 -191 35 250 77
15 -7 34 250 107
15 -129 74 250 86
15 -8 50 250 133
15 -195 63 250 111
15 107 45 250 155
15 101 51 250 155
15 -196 90 250 111
15 -6 67 250 156
15 -6 67 250 156
15 -6 71 250 157
15 -208 159 250 79
15 -198 171 250 79
15 -191 171 250 79
15 -184 171 250 79
15 -181 172 250 79
16 75 5 250 155
16 86 9 250 154
16 -15 41 250 113
16 -129 74 250 86
16 113 46 250 153
16 -195 63 250 111
16 -7 59 250 133
16 105 51 250 155
16 -195 88 250 112
16 100 56 250 155
16 -9 77 250 161
16 -7 77 250 161
16 -5 77 250 161
16 -186 171 250 79
17 77 2 250 149
17 -222 41 250 93
17 -130 74 250 86
17 -195 63 250 111
17 -195 89 250 112
17 105 62 250 155
17 95 67 250 152
17 2 81 250 163
17 -208 170 250 80
17 -187 171 250 79
17 1 84 250 163
17 1 83 250 163
18 84 3 250 144
18 -215 32 250 87
18 -143 51 250 78
18 -127 69 250 86
18 -130 74 250 86
18 -195 63 250 112
18 -195 89 250 112
18 109 66 250 155
18 104 70 250 153
18 101 73 250 154
18 -187 163 250 79
18 -215 169 250 82
18 -184 168 250 79
18 -181 172 250 79
18 5 84 250 163
19 86 3 250 141
19 87 7 250 141
19 -221 40 250 94
19 -143 51 250 78
19 -130 74 250 86
19 -195 63 250 112
19 -195 89 250 112
19 101 74 250 154
